CustomerKey,CustomerCode,FirstName,LastName,FullName,Gender,BirthDate,JoinDate,CustomerSegment,GeographyKey,EmailHighCardinality,IsNewsletterSubscriber
447,C000447,Piotr,Muller,Piotr Muller,F,1989-06-18,2022-08-18,Small Business,33,piotr.muller.447@example.com,False
448,C000448,Lukas,Nowak,Lukas Nowak,F,1974-10-11,2022-12-22,Consumer,16,lukas.nowak.448@example.com,False
449,C000449,Piotr,Dubois,Piotr Dubois,Unknown,1958-02-14,2021-11-27,Corporate,4,piotr.dubois.449@example.com,False
450,C000450,Filip,Garcia,Filip Garcia,F,1974-06-27,2024-06-09,VIP,29,filip.garcia.450@example.com,False
451,C000451,Lena,Smith,Lena Smith,M,1960-12-15,2024-04-14,Corporate,30,lena.smith.451@example.com,False
452,C000452,Marek,Muller,Marek Muller,M,1969-03-28,2021-09-20,Consumer,30,marek.muller.452@example.com,False
453,C000453,Lucia,Jansen,Lucia Jansen,M,1986-01-03,2021-04-21,Consumer,22,lucia.jansen.453@example.com,False
454,C000454,Hugo,Nilsson,Hugo Nilsson,Unknown,1991-03-17,2023-12-27,Small Business,19,hugo.nilsson.454@example.com,True
455,C000455,Marco,Novak,Marco Novak,Unknown,1984-07-19,2022-03-07,Consumer,5,marco.novak.455@example.com,True
456,C000456,Eva,Nowak,Eva Nowak,M,1976-04-27,2022-06-22,Corporate,31,eva.nowak.456@example.com,True
457,C000457,Lukas,Brown,Lukas Brown,M,1997-02-24,2023-03-24,Consumer,16,lukas.brown.457@example.com,False
458,C000458,Adam,Nowak,Adam Nowak,Unknown,1983-03-10,2021-04-03,Consumer,21,adam.nowak.458@example.com,False
459,C000459,Lucia,Jansen,Lucia Jansen,F,1996-11-02,2022-12-20,Small Business,25,lucia.jansen.459@example.com,False
460,C000460,Sofia,Brown,Sofia Brown,Unknown,1964-08-18,2023-05-16,Corporate,1,sofia.brown.460@example.com,True
461,C000461,Marco,Nilsson,Marco Nilsson,F,1998-05-14,2021-12-02,Corporate,21,marco.nilsson.461@example.com,False
462,C000462,Eva,Lewandowski,Eva Lewandowski,F,1963-05-02,2024-01-17,Consumer,33,eva.lewandowski.462@example.com,False
463,C000463,Piotr,Lewandowski,Piotr Lewandowski,Unknown,1973-01-08,2023-01-01,Consumer,23,piotr.lewandowski.463@example.com,True
464,C000464,Tomas,Novak,Tomas Novak,F,1968-11-06,2021-06-13,Corporate,25,tomas.novak.464@example.com,False
465,C000465,Tomas,Smith,Tomas Smith,F,1973-11-05,2021-09-09,Corporate,24,tomas.smith.465@example.com,True
466,C000466,Tomas,Smith,Tomas Smith,M,1960-03-21,2022-01-27,Small Business,32,tomas.smith.466@example.com,False
467,C000467,Filip,Smith,Filip Smith,M,1984-09-14,2022-12-23,Consumer,28,filip.smith.467@example.com,True
468,C000468,Lena,Jansen,Lena Jansen,M,2001-04-23,2022-02-08,Small Business,1,lena.jansen.468@example.com,False
469,C000469,Jan,Nilsson,Jan Nilsson,M,1985-12-12,2024-12-09,VIP,3,jan.nilsson.469@example.com,True
470,C000470,Ola,Jansen,Ola Jansen,F,1988-02-17,2020-10-15,Consumer,34,ola.jansen.470@example.com,False
471,C000471,Adam,Wojcik,Adam Wojcik,Unknown,1992-05-20,2023-10-12,Small Business,5,adam.wojcik.471@example.com,False
472,C000472,Marek,Nilsson,Marek Nilsson,M,2001-06-14,2022-08-31,Consumer,33,marek.nilsson.472@example.com,False
473,C000473,Lena,Rossi,Lena Rossi,Unknown,1958-11-16,2021-04-30,Consumer,20,lena.rossi.473@example.com,False
474,C000474,Marco,Jansen,Marco Jansen,M,1960-03-17,2023-05-07,Consumer,2,marco.jansen.474@example.com,True
475,C000475,Anna,Martin,Anna Martin,Unknown,1962-10-06,2021-03-11,Consumer,17,anna.martin.475@example.com,False
476,C000476,Noah,Jansen,Noah Jansen,F,1966-09-28,2023-11-01,VIP,17,noah.jansen.476@example.com,False
477,C000477,Marek,Wojcik,Marek Wojcik,Unknown,1981-07-08,2022-08-14,Corporate,10,marek.wojcik.477@example.com,True
478,C000478,Jan,Brown,Jan Brown,M,1971-02-02,2024-02-19,Consumer,23,jan.brown.478@example.com,False
479,C000479,Noah,Dubois,Noah Dubois,F,1998-12-13,2022-02-22,Consumer,35,noah.dubois.479@example.com,False
480,C000480,Kasia,Dubois,Kasia Dubois,F,1998-06-17,2020-04-26,Small Business,19,kasia.dubois.480@example.com,False
481,C000481,Filip,Klein,Filip Klein,F,1996-05-11,2022-09-28,Consumer,28,filip.klein.481@example.com,False
482,C000482,Noah,Martin,Noah Martin,M,1998-10-25,2024-05-15,Corporate,30,noah.martin.482@example.com,False
483,C000483,Adam,Kowalski,Adam Kowalski,M,1998-01-27,2021-11-17,Consumer,21,adam.kowalski.483@example.com,True
484,C000484,Hugo,Muller,Hugo Muller,F,2001-05-09,2021-08-26,Corporate,29,hugo.muller.484@example.com,True
485,C000485,Filip,Brown,Filip Brown,M,1962-12-04,2022-06-28,Corporate,14,filip.brown.485@example.com,False
486,C000486,Piotr,Martin,Piotr Martin,Unknown,1966-05-10,2021-02-12,Consumer,12,piotr.martin.486@example.com,False
487,C000487,Lucia,Rossi,Lucia Rossi,M,1965-02-09,2020-03-04,Consumer,28,lucia.rossi.487@example.com,False
488,C000488,Ola,Smith,Ola Smith,F,1983-02-16,2023-08-23,Corporate,17,ola.smith.488@example.com,True
489,C000489,Tomas,Muller,Tomas Muller,F,1994-11-04,2022-03-20,Consumer,35,tomas.muller.489@example.com,True
490,C000490,Kasia,Kowalski,Kasia Kowalski,F,1986-03-21,2020-03-18,Corporate,17,kasia.kowalski.490@example.com,True
491,C000491,Eva,Nilsson,Eva Nilsson,M,1955-09-23,2022-08-04,Consumer,22,eva.nilsson.491@example.com,False
492,C000492,Adam,Muller,Adam Muller,F,1955-07-23,2022-05-31,Corporate,5,adam.muller.492@example.com,False
493,C000493,Lucia,Brown,Lucia Brown,M,1974-07-02,2020-09-26,Consumer,23,lucia.brown.493@example.com,False
494,C000494,Kasia,Wojcik,Kasia Wojcik,Unknown,2004-05-21,2022-06-04,Consumer,6,kasia.wojcik.494@example.com,True
495,C000495,Marco,Martin,Marco Martin,M,1979-02-21,2022-01-31,Consumer,13,marco.martin.495@example.com,False
496,C000496,Sofia,Kowalski,Sofia Kowalski,M,1967-01-24,2021-09-04,Consumer,13,sofia.kowalski.496@example.com,False
497,C000497,Marek,Novak,Marek Novak,M,1983-01-02,2021-05-13,Small Business,20,marek.novak.497@example.com,True
498,C000498,Emma,Wojcik,Emma Wojcik,F,1996-11-17,2023-09-22,Corporate,8,emma.wojcik.498@example.com,True
499,C000499,Jan,Martin,Jan Martin,Unknown,1964-08-21,2024-08-04,Consumer,5,jan.martin.499@example.com,False
500,C000500,Anna,Smith,Anna Smith,M,1995-01-10,2020-03-31,Corporate,9,anna.smith.500@example.com,False
501,C000501,Piotr,Nowak,Piotr Nowak,F,1986-10-26,2021-07-06,Small Business,5,piotr.nowak.501@example.com,False
502,C000502,Lucia,Nowak,Lucia Nowak,F,1998-10-18,2023-06-03,Corporate,26,lucia.nowak.502@example.com,False
503,C000503,Marta,Nowak,Marta Nowak,Unknown,1972-03-25,2021-10-12,Consumer,22,marta.nowak.503@example.com,True
504,C000504,Lena,Kowalski,Lena Kowalski,F,1963-02-26,2021-09-26,Consumer,16,lena.kowalski.504@example.com,False
505,C000505,Anna,Smith,Anna Smith,M,1960-12-21,2021-12-06,Corporate,1,anna.smith.505@example.com,False
506,C000506,Sofia,Muller,Sofia Muller,M,1964-11-09,2023-01-23,Consumer,31,sofia.muller.506@example.com,True
507,C000507,Filip,Smith,Filip Smith,M,2000-08-20,2023-06-11,Consumer,3,filip.smith.507@example.com,False
508,C000508,Piotr,Novak,Piotr Novak,Unknown,1961-10-12,2022-08-11,Consumer,13,piotr.novak.508@example.com,False
509,C000509,Ola,Kowalski,Ola Kowalski,M,1967-02-26,2024-03-30,Consumer,14,ola.kowalski.509@example.com,False
510,C000510,Jan,Brown,Jan Brown,M,1978-05-07,2022-03-11,Corporate,3,jan.brown.510@example.com,False
511,C000511,Jan,Nowak,Jan Nowak,F,2002-01-18,2022-05-24,Consumer,30,jan.nowak.511@example.com,True
512,C000512,Kasia,Nilsson,Kasia Nilsson,F,1992-06-14,2023-04-10,Small Business,16,kasia.nilsson.512@example.com,True
513,C000513,Noah,Martin,Noah Martin,M,1981-04-13,2021-10-18,Corporate,7,noah.martin.513@example.com,True
514,C000514,Sofia,Muller,Sofia Muller,F,1994-08-06,2023-01-04,Consumer,28,sofia.muller.514@example.com,True
515,C000515,Ola,Muller,Ola Muller,F,1976-03-02,2023-04-02,Consumer,23,ola.muller.515@example.com,True
516,C000516,Kasia,Dubois,Kasia Dubois,Unknown,1965-06-08,2022-01-20,VIP,30,kasia.dubois.516@example.com,False
517,C000517,Marta,Dubois,Marta Dubois,M,1988-08-28,2024-01-19,Consumer,15,marta.dubois.517@example.com,False
518,C000518,Noah,Garcia,Noah Garcia,Unknown,1982-10-08,2021-03-07,Small Business,16,noah.garcia.518@example.com,True
519,C000519,Jan,Jansen,Jan Jansen,M,2001-09-02,2023-10-15,Consumer,3,jan.jansen.519@example.com,False
520,C000520,Kasia,Jansen,Kasia Jansen,Unknown,1970-02-18,2019-12-17,Corporate,7,kasia.jansen.520@example.com,False
521,C000521,Hugo,Rossi,Hugo Rossi,Unknown,1970-11-03,2024-08-24,Consumer,9,hugo.rossi.521@example.com,False
522,C000522,Kasia,Jansen,Kasia Jansen,F,2004-03-28,2022-04-21,Small Business,2,kasia.jansen.522@example.com,True
523,C000523,Anna,Lewandowski,Anna Lewandowski,Unknown,1995-02-13,2021-12-06,Consumer,30,anna.lewandowski.523@example.com,False
524,C000524,Filip,Novak,Filip Novak,Unknown,1991-04-26,2020-07-14,Small Business,18,filip.novak.524@example.com,False
525,C000525,Julia,Klein,Julia Klein,M,1998-06-02,2023-11-03,Consumer,4,julia.klein.525@example.com,True
526,C000526,Lukas,Brown,Lukas Brown,F,1990-12-03,2021-07-30,VIP,24,lukas.brown.526@example.com,True
527,C000527,Marek,Martin,Marek Martin,Unknown,2003-10-28,2021-03-17,Corporate,8,marek.martin.527@example.com,True
528,C000528,Julia,Brown,Julia Brown,M,1982-05-02,2023-12-01,Consumer,18,julia.brown.528@example.com,False
529,C000529,Marek,Martin,Marek Martin,M,1989-11-27,2022-02-23,Corporate,8,marek.martin.529@example.com,False
530,C000530,Emma,Klein,Emma Klein,M,1984-02-03,2021-11-28,VIP,5,emma.klein.530@example.com,True
531,C000531,Ola,Nowak,Ola Nowak,Unknown,1999-03-16,2022-09-22,VIP,11,ola.nowak.531@example.com,True
532,C000532,Adam,Klein,Adam Klein,Unknown,1963-08-12,2023-04-25,Corporate,27,adam.klein.532@example.com,True
533,C000533,Anna,Lewandowski,Anna Lewandowski,Unknown,1969-09-21,2023-05-16,Consumer,5,anna.lewandowski.533@example.com,False
534,C000534,Marek,Nilsson,Marek Nilsson,M,1997-12-17,2022-09-19,Consumer,21,marek.nilsson.534@example.com,False
535,C000535,Lukas,Wojcik,Lukas Wojcik,F,1971-04-16,2022-07-30,Consumer,20,lukas.wojcik.535@example.com,True
536,C000536,Filip,Klein,Filip Klein,F,1965-12-18,2022-03-23,Small Business,11,filip.klein.536@example.com,False
537,C000537,Lukas,Muller,Lukas Muller,M,1962-01-11,2021-02-06,Consumer,10,lukas.muller.537@example.com,True
538,C000538,Lucia,Garcia,Lucia Garcia,Unknown,1964-06-15,2021-05-26,Consumer,3,lucia.garcia.538@example.com,False
539,C000539,Marek,Wojcik,Marek Wojcik,Unknown,1964-08-11,2021-08-03,Consumer,26,marek.wojcik.539@example.com,False
540,C000540,Marek,Klein,Marek Klein,Unknown,1973-10-22,2024-10-04,Small Business,19,marek.klein.540@example.com,False
541,C000541,Marek,Klein,Marek Klein,M,1957-03-22,2021-02-10,Consumer,8,marek.klein.541@example.com,False
542,C000542,Kasia,Garcia,Kasia Garcia,Unknown,1960-06-02,2021-05-23,Consumer,15,kasia.garcia.542@example.com,False
543,C000543,Emma,Kowalski,Emma Kowalski,Unknown,1960-09-28,2021-03-29,Consumer,18,emma.kowalski.543@example.com,False
544,C000544,Jan,Klein,Jan Klein,M,1997-06-13,2023-12-26,Consumer,33,jan.klein.544@example.com,True
545,C000545,Hugo,Rossi,Hugo Rossi,Unknown,1983-09-03,2023-11-21,VIP,23,hugo.rossi.545@example.com,False
546,C000546,Lukas,Wojcik,Lukas Wojcik,Unknown,2001-07-24,2021-08-15,Corporate,19,lukas.wojcik.546@example.com,True
547,C000547,Marek,Lewandowski,Marek Lewandowski,F,1988-06-03,2022-06-15,Consumer,20,marek.lewandowski.547@example.com,False
548,C000548,Tomas,Smith,Tomas Smith,F,1990-08-23,2021-03-06,Consumer,18,tomas.smith.548@example.com,True
549,C000549,Jan,Lewandowski,Jan Lewandowski,Unknown,1974-10-10,2023-10-03,Consumer,32,jan.lewandowski.549@example.com,True
550,C000550,Sofia,Rossi,Sofia Rossi,F,1974-11-27,2022-11-13,Corporate,1,sofia.rossi.550@example.com,False
551,C000551,Lukas,Jansen,Lukas Jansen,M,1999-11-08,2022-08-04,Consumer,27,lukas.jansen.551@example.com,False
552,C000552,Lena,Jansen,Lena Jansen,Unknown,1991-07-28,2023-12-12,Small Business,24,lena.jansen.552@example.com,True
553,C000553,Ola,Smith,Ola Smith,Unknown,1992-01-05,2023-09-10,Consumer,2,ola.smith.553@example.com,True
554,C000554,Hugo,Dubois,Hugo Dubois,Unknown,1995-06-02,2022-10-29,Corporate,18,hugo.dubois.554@example.com,True
555,C000555,Lukas,Wojcik,Lukas Wojcik,M,1961-10-25,2024-07-31,Small Business,13,lukas.wojcik.555@example.com,False
556,C000556,Ola,Brown,Ola Brown,Unknown,1999-12-12,2024-09-23,Consumer,20,ola.brown.556@example.com,True
557,C000557,Julia,Rossi,Julia Rossi,F,1978-08-14,2021-12-17,Consumer,9,julia.rossi.557@example.com,False
558,C000558,Adam,Nilsson,Adam Nilsson,Unknown,1999-09-28,2023-08-08,Corporate,13,adam.nilsson.558@example.com,True
559,C000559,Marta,Nowak,Marta Nowak,Unknown,1963-01-16,2022-10-10,Consumer,30,marta.nowak.559@example.com,False
560,C000560,Lucia,Smith,Lucia Smith,F,2000-05-01,2020-07-30,Consumer,34,lucia.smith.560@example.com,False
561,C000561,Marco,Smith,Marco Smith,F,1968-03-03,2021-06-08,Consumer,15,marco.smith.561@example.com,False
562,C000562,Jan,Muller,Jan Muller,Unknown,1961-01-26,2023-01-12,Consumer,28,jan.muller.562@example.com,True
563,C000563,Jan,Nowak,Jan Nowak,F,1974-11-01,2020-06-05,Small Business,17,jan.nowak.563@example.com,True
564,C000564,Lukas,Brown,Lukas Brown,Unknown,1977-01-03,2023-02-24,Consumer,13,lukas.brown.564@example.com,True
565,C000565,Filip,Muller,Filip Muller,F,1987-10-03,2024-12-19,Consumer,33,filip.muller.565@example.com,False
566,C000566,Lukas,Klein,Lukas Klein,F,2003-09-01,2020-07-10,Small Business,19,lukas.klein.566@example.com,False
567,C000567,Hugo,Martin,Hugo Martin,F,1992-03-15,2020-09-18,Small Business,31,hugo.martin.567@example.com,False
568,C000568,Emma,Novak,Emma Novak,F,1969-07-04,2021-08-18,Consumer,28,emma.novak.568@example.com,False
569,C000569,Hugo,Martin,Hugo Martin,M,1973-09-24,2022-05-08,Consumer,32,hugo.martin.569@example.com,True
570,C000570,Filip,Martin,Filip Martin,Unknown,1974-11-27,2022-01-09,Consumer,30,filip.martin.570@example.com,False
571,C000571,Emma,Lewandowski,Emma Lewandowski,F,1959-08-22,2021-12-23,VIP,28,emma.lewandowski.571@example.com,False
572,C000572,Eva,Jansen,Eva Jansen,F,1988-11-22,2022-06-07,Consumer,7,eva.jansen.572@example.com,False
573,C000573,Lukas,Nowak,Lukas Nowak,F,1978-04-11,2023-09-15,Consumer,7,lukas.nowak.573@example.com,False
574,C000574,Ola,Wojcik,Ola Wojcik,M,2000-10-19,2023-06-25,Consumer,32,ola.wojcik.574@example.com,False
575,C000575,Marek,Novak,Marek Novak,F,1972-03-25,2021-05-02,Consumer,26,marek.novak.575@example.com,False
576,C000576,Anna,Nowak,Anna Nowak,Unknown,2002-01-27,2024-08-09,Consumer,9,anna.nowak.576@example.com,True
577,C000577,Sofia,Rossi,Sofia Rossi,Unknown,1994-10-04,2020-04-19,Corporate,21,sofia.rossi.577@example.com,False
578,C000578,Emma,Rossi,Emma Rossi,Unknown,1997-08-16,2022-01-20,Consumer,30,emma.rossi.578@example.com,False
579,C000579,Anna,Wojcik,Anna Wojcik,M,1957-07-04,2023-06-14,Small Business,35,anna.wojcik.579@example.com,False
580,C000580,Jan,Smith,Jan Smith,Unknown,1990-11-28,2021-07-07,Consumer,3,jan.smith.580@example.com,False
581,C000581,Eva,Jansen,Eva Jansen,Unknown,2003-02-19,2022-11-10,Corporate,20,eva.jansen.581@example.com,False
582,C000582,Marek,Novak,Marek Novak,M,1965-09-02,2022-05-20,Corporate,31,marek.novak.582@example.com,True
583,C000583,Marco,Garcia,Marco Garcia,M,1958-01-19,2022-08-05,Consumer,23,marco.garcia.583@example.com,False
584,C000584,Lucia,Dubois,Lucia Dubois,M,1961-07-12,2023-04-24,Consumer,2,lucia.dubois.584@example.com,True
585,C000585,Marco,Nilsson,Marco Nilsson,F,1960-12-03,2021-04-11,Consumer,16,marco.nilsson.585@example.com,True
586,C000586,Jan,Jansen,Jan Jansen,M,1997-07-19,2022-12-02,Consumer,21,jan.jansen.586@example.com,False
587,C000587,Lucia,Dubois,Lucia Dubois,M,1991-07-11,2020-12-11,Consumer,2,lucia.dubois.587@example.com,False
588,C000588,Marek,Novak,Marek Novak,M,2003-11-11,2023-03-20,VIP,22,marek.novak.588@example.com,True
589,C000589,Adam,Muller,Adam Muller,M,1973-05-02,2024-05-20,Small Business,5,adam.muller.589@example.com,False
590,C000590,Lena,Nowak,Lena Nowak,Unknown,1992-06-09,2024-12-28,Consumer,6,lena.nowak.590@example.com,True
591,C000591,Marco,Novak,Marco Novak,F,1974-07-22,2022-03-31,Consumer,5,marco.novak.591@example.com,True
592,C000592,Kasia,Brown,Kasia Brown,F,2003-09-06,2024-11-04,Corporate,33,kasia.brown.592@example.com,True
593,C000593,Ola,Klein,Ola Klein,Unknown,1995-09-26,2022-09-17,Corporate,30,ola.klein.593@example.com,True
594,C000594,Hugo,Jansen,Hugo Jansen,M,1964-04-05,2021-08-04,Consumer,13,hugo.jansen.594@example.com,False
595,C000595,Emma,Lewandowski,Emma Lewandowski,M,1981-05-27,2022-02-05,Corporate,5,emma.lewandowski.595@example.com,True
596,C000596,Piotr,Smith,Piotr Smith,M,1967-01-08,2021-07-04,Consumer,16,piotr.smith.596@example.com,False
597,C000597,Jan,Muller,Jan Muller,M,1965-05-05,2023-05-16,Corporate,28,jan.muller.597@example.com,True
598,C000598,Marek,Wojcik,Marek Wojcik,Unknown,1956-01-28,2023-07-12,Consumer,3,marek.wojcik.598@example.com,True
599,C000599,Hugo,Brown,Hugo Brown,F,1997-02-13,2020-06-08,Consumer,27,hugo.brown.599@example.com,False
600,C000600,Julia,Brown,Julia Brown,F,1992-09-09,2021-02-11,Corporate,8,julia.brown.600@example.com,False
601,C000601,Lucia,Lewandowski,Lucia Lewandowski,M,1992-12-13,2021-01-24,Consumer,21,lucia.lewandowski.601@example.com,True
602,C000602,Ola,Jansen,Ola Jansen,M,1981-05-28,2020-08-30,Consumer,14,ola.jansen.602@example.com,False
603,C000603,Lucia,Novak,Lucia Novak,F,1982-08-22,2022-11-13,Consumer,8,lucia.novak.603@example.com,False
604,C000604,Anna,Brown,Anna Brown,Unknown,1993-01-27,2020-03-26,Small Business,20,anna.brown.604@example.com,False
605,C000605,Adam,Dubois,Adam Dubois,Unknown,1974-11-23,2021-09-01,Small Business,17,adam.dubois.605@example.com,False
606,C000606,Anna,Klein,Anna Klein,M,1980-05-10,2023-01-26,Consumer,25,anna.klein.606@example.com,False
607,C000607,Lucia,Klein,Lucia Klein,M,2004-11-14,2019-12-24,Small Business,29,lucia.klein.607@example.com,False
608,C000608,Marek,Martin,Marek Martin,F,1981-06-23,2021-05-19,Corporate,32,marek.martin.608@example.com,False
609,C000609,Tomas,Nilsson,Tomas Nilsson,Unknown,2001-09-24,2023-08-18,Consumer,23,tomas.nilsson.609@example.com,True
610,C000610,Kasia,Wojcik,Kasia Wojcik,Unknown,1996-03-01,2021-12-31,Consumer,12,kasia.wojcik.610@example.com,False
611,C000611,Lukas,Muller,Lukas Muller,Unknown,1988-12-25,2020-05-27,Corporate,8,lukas.muller.611@example.com,False
612,C000612,Kasia,Jansen,Kasia Jansen,M,2002-03-09,2023-05-09,Consumer,21,kasia.jansen.612@example.com,True
613,C000613,Eva,Klein,Eva Klein,Unknown,1979-10-08,2022-01-27,Corporate,12,eva.klein.613@example.com,False
614,C000614,Kasia,Muller,Kasia Muller,M,1971-12-28,2021-10-22,Corporate,6,kasia.muller.614@example.com,False
615,C000615,Marta,Garcia,Marta Garcia,M,1965-10-04,2024-11-28,Small Business,10,marta.garcia.615@example.com,False
616,C000616,Piotr,Muller,Piotr Muller,M,2000-04-07,2021-01-29,Corporate,32,piotr.muller.616@example.com,True
617,C000617,Emma,Nilsson,Emma Nilsson,M,1968-05-24,2021-03-01,Consumer,28,emma.nilsson.617@example.com,False
618,C000618,Marco,Rossi,Marco Rossi,Unknown,1970-10-15,2023-05-19,Corporate,2,marco.rossi.618@example.com,False
619,C000619,Marek,Smith,Marek Smith,Unknown,1975-12-13,2021-04-07,Consumer,1,marek.smith.619@example.com,False
620,C000620,Marta,Nowak,Marta Nowak,M,1990-01-02,2022-05-21,Small Business,17,marta.nowak.620@example.com,False
621,C000621,Anna,Rossi,Anna Rossi,Unknown,1987-10-13,2023-05-15,Consumer,3,anna.rossi.621@example.com,False
622,C000622,Lena,Smith,Lena Smith,M,1971-03-17,2022-07-10,Consumer,3,lena.smith.622@example.com,True
623,C000623,Tomas,Smith,Tomas Smith,M,1971-02-11,2022-08-05,Small Business,34,tomas.smith.623@example.com,False
624,C000624,Tomas,Rossi,Tomas Rossi,Unknown,1971-10-27,2021-05-07,Consumer,24,tomas.rossi.624@example.com,False
625,C000625,Marek,Wojcik,Marek Wojcik,F,1964-09-28,2022-08-17,Consumer,21,marek.wojcik.625@example.com,True
626,C000626,Jan,Jansen,Jan Jansen,F,1971-03-23,2023-02-20,VIP,12,jan.jansen.626@example.com,False
627,C000627,Kasia,Garcia,Kasia Garcia,F,2000-09-16,2023-06-26,Small Business,3,kasia.garcia.627@example.com,False
628,C000628,Hugo,Nowak,Hugo Nowak,Unknown,1968-05-06,2020-08-09,Consumer,8,hugo.nowak.628@example.com,True
629,C000629,Lena,Kowalski,Lena Kowalski,F,1988-10-06,2021-04-07,Corporate,14,lena.kowalski.629@example.com,False
630,C000630,Anna,Rossi,Anna Rossi,Unknown,1998-11-04,2022-12-29,Small Business,22,anna.rossi.630@example.com,True
631,C000631,Sofia,Kowalski,Sofia Kowalski,M,1960-08-27,2022-09-16,Corporate,21,sofia.kowalski.631@example.com,True
632,C000632,Lucia,Kowalski,Lucia Kowalski,F,1996-10-15,2024-04-13,Consumer,1,lucia.kowalski.632@example.com,True
633,C000633,Lucia,Wojcik,Lucia Wojcik,F,1958-12-03,2022-08-10,Consumer,19,lucia.wojcik.633@example.com,True
634,C000634,Marta,Kowalski,Marta Kowalski,M,1968-03-13,2022-01-27,Corporate,26,marta.kowalski.634@example.com,False
635,C000635,Piotr,Rossi,Piotr Rossi,Unknown,1986-07-24,2021-06-25,Corporate,10,piotr.rossi.635@example.com,True
636,C000636,Hugo,Novak,Hugo Novak,M,1967-08-15,2023-08-02,Corporate,7,hugo.novak.636@example.com,False
637,C000637,Hugo,Nilsson,Hugo Nilsson,F,1966-07-21,2021-04-30,Consumer,28,hugo.nilsson.637@example.com,False
638,C000638,Sofia,Klein,Sofia Klein,F,1986-09-21,2023-02-17,Consumer,15,sofia.klein.638@example.com,False
639,C000639,Marco,Smith,Marco Smith,Unknown,1963-11-10,2021-01-14,Consumer,31,marco.smith.639@example.com,False
640,C000640,Jan,Novak,Jan Novak,M,1961-09-14,2021-05-17,Corporate,5,jan.novak.640@example.com,False
641,C000641,Hugo,Rossi,Hugo Rossi,F,1992-02-25,2020-09-06,Corporate,17,hugo.rossi.641@example.com,False
642,C000642,Eva,Kowalski,Eva Kowalski,Unknown,1960-07-23,2022-12-05,Corporate,12,eva.kowalski.642@example.com,False
643,C000643,Filip,Wojcik,Filip Wojcik,F,1971-06-28,2020-10-12,Consumer,29,filip.wojcik.643@example.com,False
644,C000644,Piotr,Dubois,Piotr Dubois,F,1989-01-01,2021-07-19,Consumer,17,piotr.dubois.644@example.com,False
645,C000645,Filip,Martin,Filip Martin,Unknown,1986-05-20,2021-09-29,Corporate,26,filip.martin.645@example.com,False
646,C000646,Marco,Nowak,Marco Nowak,F,1963-03-01,2022-02-04,Corporate,26,marco.nowak.646@example.com,True
647,C000647,Emma,Jansen,Emma Jansen,Unknown,1996-03-21,2023-10-08,Small Business,2,emma.jansen.647@example.com,False
648,C000648,Marco,Wojcik,Marco Wojcik,F,1984-03-16,2020-12-09,Consumer,6,marco.wojcik.648@example.com,True
649,C000649,Marek,Jansen,Marek Jansen,M,1956-08-19,2022-06-14,Corporate,29,marek.jansen.649@example.com,False
650,C000650,Lucia,Kowalski,Lucia Kowalski,M,1961-11-28,2022-06-04,Small Business,4,lucia.kowalski.650@example.com,False
651,C000651,Jan,Jansen,Jan Jansen,F,1980-08-17,2023-01-30,Corporate,19,jan.jansen.651@example.com,False
652,C000652,Lena,Garcia,Lena Garcia,M,1990-02-09,2022-07-11,Consumer,28,lena.garcia.652@example.com,False
653,C000653,Kasia,Martin,Kasia Martin,M,1982-01-06,2022-04-10,Consumer,23,kasia.martin.653@example.com,True
654,C000654,Lena,Klein,Lena Klein,F,1998-06-20,2022-03-28,Small Business,15,lena.klein.654@example.com,False
655,C000655,Tomas,Lewandowski,Tomas Lewandowski,F,1998-11-24,2023-08-23,Corporate,25,tomas.lewandowski.655@example.com,True
656,C000656,Marek,Smith,Marek Smith,F,1966-04-06,2023-01-23,Small Business,6,marek.smith.656@example.com,False
657,C000657,Marco,Muller,Marco Muller,M,1968-09-02,2023-12-18,Consumer,32,marco.muller.657@example.com,True
658,C000658,Jan,Wojcik,Jan Wojcik,F,1959-06-14,2022-12-15,Corporate,33,jan.wojcik.658@example.com,False
659,C000659,Hugo,Wojcik,Hugo Wojcik,Unknown,1957-09-09,2024-06-20,Corporate,22,hugo.wojcik.659@example.com,False
660,C000660,Kasia,Lewandowski,Kasia Lewandowski,Unknown,2003-02-04,2020-05-19,Consumer,29,kasia.lewandowski.660@example.com,True
661,C000661,Emma,Klein,Emma Klein,Unknown,1978-03-24,2023-08-29,Consumer,8,emma.klein.661@example.com,False
662,C000662,Hugo,Garcia,Hugo Garcia,M,1963-02-28,2023-11-25,Corporate,10,hugo.garcia.662@example.com,True
663,C000663,Lucia,Rossi,Lucia Rossi,Unknown,1987-03-03,2023-05-06,Corporate,31,lucia.rossi.663@example.com,True
664,C000664,Sofia,Wojcik,Sofia Wojcik,F,2003-09-14,2021-01-27,Small Business,16,sofia.wojcik.664@example.com,True
665,C000665,Kasia,Lewandowski,Kasia Lewandowski,F,1988-11-12,2024-05-26,Small Business,27,kasia.lewandowski.665@example.com,False
666,C000666,Marta,Nowak,Marta Nowak,M,1976-06-13,2020-10-04,Consumer,34,marta.nowak.666@example.com,False
667,C000667,Lena,Kowalski,Lena Kowalski,M,1995-12-26,2023-01-24,Consumer,10,lena.kowalski.667@example.com,False
